author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,classification,themes,sentiment,LLM Emotions (parsed),LLM Emotions Confidence,text,language
@riteshsahu1008," @vishakhaarya7703  ya ya ..that's far far better if both live together.. that's could be done by good mindset only right ..... 
Imagine if a law will be made compulsory to make them live together can they live together mentally Even if they have to live together physically obeying the law",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,9,@vishakhaarya7703 ya ya ..that's far far better if both live together.. that's could be done by good mindset only right ..... imagine if a law will be made compulsory to make them live together can they live together mentally even if they have to live together physically obeying the law,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Neutral""
}",Gender Norms & Dynamics,Neutral,"Contempt, Disgust",Medium,@vishakhaarya7703 ya ya ..that's far far better if both live together.. that's could be done by good mindset only right ..... imagine if a law will be made compulsory to make them live together can they live together mentally even if they have to live together physically obeying the law,English
@Dhruv-Malik,Shobhita❤️,13,https://www.youtube.com/watch?v=PPXwEZEBezw,0,"Made In Heaven Season 2 |Ankur Tewari, Lopamudra Bandyopadhyay, Roy",comment,4,shobhita❤️,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,"Compassion, Pride",Medium,shobhita❤️,English
@ShreyaBlossom123,"When his wife came out and said she  was 52 and a divorcee , I felt really sorry for her. How is this any different from what Adil did to Tara? Cheaters never prosper",3,https://www.youtube.com/watch?v=J9P49BEAMFo,2,The Made In Heaven Family | Made In Heaven S2 | Prime Video India,comment,5,"when his wife came out and said she was 52 and a divorcee , i felt really sorry for her. how is this any different from what adil did to tara? cheaters never prosper","{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""Gender-Based Violence""
  ],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Gender-Based Violence",Negative,"Compassion, Disgust, Sadness",Medium,"when his wife came out and said she was 52 and a divorcee , i felt really sorry for her. how is this any different from what adil did to tara? cheaters never prosper",English
@senguptasayn,"What?
I don't think Sobhita or Radhika are fair.",35,https://www.youtube.com/watch?v=U58BTciDLbQ,0,Yeh Made In Heaven Hai? | Made In Heaven Season 2 | #primevideoindia,reply,4,what? i don't think sobhita or radhika are fair.,"{
  ""themes"": [""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}",Body & Beauty Standards,Negative,Contempt,High,what? i don't think sobhita or radhika are fair.,English
@ashishvashist2031,"Adhi hindi adhi punjabi irritating, kuch ek bol lo",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,comment,1,"adhi hindi adhi punjabi irritating, kuch ek bol lo","{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Negative""
}",India Local Culture,Negative,"Anger, Disgust",Medium,"adhi hindi adhi punjabi irritating, kuch ek bol lo",English
@chiravuris, @prasad13mane  I didn’t know about that. I wasn’t sure why everyone was embarrassed. I thought the rituals involved something scary. It was really beautiful.,275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,reply,0,@prasad13mane i didn’t know about that. i wasn’t sure why everyone was embarrassed. i thought the rituals involved something scary. it was really beautiful.,"{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Positive""
}",India Local Culture,Positive,"Compassion, Pride",Medium,@prasad13mane i didn’t know about that. i wasn’t sure why everyone was embarrassed. i thought the rituals involved something scary. it was really beautiful.,English
@devanshithakor920,Karan is boring part in this season i think so.. weddings are awesome with message. ❤,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,karan is boring part in this season i think so.. weddings are awesome with message. ❤,"{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Neutral""
}",India Local Culture,Neutral,No emotion,High,karan is boring part in this season i think so.. weddings are awesome with message. ❤,English
@arvindtiwari-z9x,dont't spread misinformation on reservation and for your kind information made in heaven is not a feminist series. Tara is just a character not a feminist icon.,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,comment,1,dont't spread misinformation on reservation and for your kind information made in heaven is not a feminist series. tara is just a character not a feminist icon.,"{
  ""themes"": [""Caste / Intersectional"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}","Caste / Intersectional,Gender Norms & Dynamics",Negative,"Anger, Contempt",Medium,dont't spread misinformation on reservation and for your kind information made in heaven is not a feminist series. tara is just a character not a feminist icon.,English
@shaikfaisalahmed7696,Tarra khanna is a gold digger. ,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,0,tarra khanna is a gold digger.,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Economic Empowerment""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Economic Empowerment",Negative,Contempt,High,tarra khanna is a gold digger.,English
@bhatiahimanshu9051,"Last line, makhiyaa mar ke. ",275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,comment,0,"last line, makhiyaa mar ke.","{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Contempt,High,"last line, makhiyaa mar ke.",English
@honestguy6072,"I am not homophobic but this was too much of homo stuffs & moral lesson like dalit , muslim polygamy etc . 
Too much Emphasis on these topic.
Season 1> 2 .
Jauhari family was a good part mona did great job .",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,"i am not homophobic but this was too much of homo stuffs & moral lesson like dalit , muslim polygamy etc . too much emphasis on these topic. season 1> 2 . jauhari family was a good part mona did great job .","{
  ""themes"": [""Caste / Intersectional"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}","Caste / Intersectional,Gender Norms & Dynamics",Negative,"Contempt, Disgust",Medium,"i am not homophobic but this was too much of homo stuffs & moral lesson like dalit , muslim polygamy etc . too much emphasis on these topic. season 1> 2 . jauhari family was a good part mona did great job .",English
@dolidevdutt5530, @nasirshaikh8562  sir nowadays sons separately live from their parents all men and women same are not,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,@nasirshaikh8562 sir nowadays sons separately live from their parents all men and women same are not,"```json
{
  ""themes"": [""India Local Culture"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Neutral""
}
```","India Local Culture,Gender Norms & Dynamics",Neutral,Sadness,High,@nasirshaikh8562 sir nowadays sons separately live from their parents all men and women same are not,English
@shiroyasha_007,Your take on Reservation is as feeble as the feminism of those liberal shows,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,comment,3,your take on reservation is as feeble as the feminism of those liberal shows,"{
  ""themes"": [""Caste / Intersectional"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}","Caste / Intersectional,Gender Norms & Dynamics",Negative,"Contempt, Disgust",Medium,your take on reservation is as feeble as the feminism of those liberal shows,English
@rahul28ish,Garibi is best thing na,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,reply,1,garibi is best thing na,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Pride,High,garibi is best thing na,English
@GLBASS.1,Radhika Apte Wedding Scene ❤,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,2,radhika apte wedding scene ❤,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Pride,High,radhika apte wedding scene ❤,English
@itshallpass,Can u cover the story of adhila noora in your voice,1,https://www.youtube.com/watch?v=QHLvEAAvzmo,0,Lesbian Wedding - Karan's Marriage - Divorce - Made in Heaven Season 2 - Trailer Detail Analysis,comment,0,can u cover the story of adhila noora in your voice,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,No emotion,High,can u cover the story of adhila noora in your voice,English
@Trentz2,"A series glorifying cheating, manipulation and victim card playing",6,https://www.youtube.com/watch?v=Gve-a5v8Il8,1,Best Scenes From Made In Heaven Season 2!,comment,6,"a series glorifying cheating, manipulation and victim card playing","{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,"Contempt, Disgust",Medium,"a series glorifying cheating, manipulation and victim card playing",English
@pg0812,Kudos to Zoya akhtar making Buddhist wedding look so much aesthetic.,607,https://www.youtube.com/watch?v=p2GTty4vK1g,1,"Made in heaven season 2| wedding scene| Radhika Apte,Shivani Raghuvanshi,Arjun Mathur,Kalki,Shashank",comment,2,kudos to zoya akhtar making buddhist wedding look so much aesthetic.,"{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Positive""
}",India Local Culture,Positive,Pride,High,kudos to zoya akhtar making buddhist wedding look so much aesthetic.,English
@Jatinjutsu,"Bhadwa is back, itni Khushi 
Ab upsc bhi wapis le aao plz",125,https://www.youtube.com/watch?v=dg40ww15xSM,0,"Made In Heaven Season 2 review | Arjun Mathur, Sobhita Dhulipala, Jim Sarbh | Honest Review | MensXP",comment,1,"bhadwa is back, itni khushi ab upsc bhi wapis le aao plz","```json
{
  ""themes"": [],
  ""sentiment"": ""Positive""
}
```",,Positive,"Compassion, Pride",Medium,"bhadwa is back, itni khushi ab upsc bhi wapis le aao plz",English
@harvipenjotsingh,Ya ta Hindi ch bhen chdalo ya Punjabi ch,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,comment,0,ya ta hindi ch bhen chdalo ya punjabi ch,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Contempt,High,ya ta hindi ch bhen chdalo ya punjabi ch,English
@simerdeepsingh3379,same...from s1 end where i was looking down on adil and faiza to literally respecting faiza like woahhh man tara legit was like pseudo feminist the entire season,54,https://www.youtube.com/watch?v=nZxAmzkHY-E,0,Tara's Sneaky Motive  | Made in Heaven Season 2 | Prime Video India,reply,16,same...from s1 end where i was looking down on adil and faiza to literally respecting faiza like woahhh man tara legit was like pseudo feminist the entire season,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Neutral""
}",Gender Norms & Dynamics,Neutral,Contempt,High,same...from s1 end where i was looking down on adil and faiza to literally respecting faiza like woahhh man tara legit was like pseudo feminist the entire season,English
@rushabhshah.2768, @EsoteriaHealing   I guess india was so illiterate and people didn't develop a rational mindset that they were really shallow that they only accept a specific skin color.,106,https://www.youtube.com/watch?v=OrhUkKFsvqY,0,MADE IN HEAVEN Season 2 - Official Trailer REACTION!,reply,0,@esoteriahealing i guess india was so illiterate and people didn't develop a rational mindset that they were really shallow that they only accept a specific skin color.,"{
  ""themes"": [""Body & Beauty Standards"", ""Caste / Intersectional""],
  ""sentiment"": ""Negative""
}","Body & Beauty Standards,Caste / Intersectional",Negative,"Contempt, Disgust",Medium,@esoteriahealing i guess india was so illiterate and people didn't develop a rational mindset that they were really shallow that they only accept a specific skin color.,English
